Country,Year,Begin,End,Outcome,Region
Central African Republic,2016,2016,2018,Censored,Sub-Saharan Africa
Central African Republic,2017,2016,2018,Censored,Sub-Saharan Africa
Central African Republic,2018,2016,2018,Censored,Sub-Saharan Africa
Chad,1946,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1947,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1948,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1949,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1950,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1951,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1952,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1953,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1954,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1955,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1956,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1957,1946,1957,Failed liberalization,Sub-Saharan Africa
Chad,1990,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1991,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1992,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1993,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1994,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1995,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1996,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chad,1997,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Chile,1932,1932,1961,Success,Latin America and Caribbean
Chile,1933,1932,1961,Success,Latin America and Caribbean
Chile,1934,1932,1961,Success,Latin America and Caribbean
Chile,1935,1932,1961,Success,Latin America and Caribbean
Chile,1936,1932,1961,Success,Latin America and Caribbean
Chile,1937,1932,1961,Success,Latin America and Caribbean
Chile,1938,1932,1961,Success,Latin America and Caribbean
Chile,1939,1932,1961,Success,Latin America and Caribbean
Chile,1940,1932,1961,Success,Latin America and Caribbean
Chile,1941,1932,1961,Success,Latin America and Caribbean
Chile,1942,1932,1961,Success,Latin America and Caribbean
Chile,1943,1932,1961,Success,Latin America and Caribbean
Chile,1944,1932,1961,Success,Latin America and Caribbean
Chile,1945,1932,1961,Success,Latin America and Caribbean
Chile,1946,1932,1961,Success,Latin America and Caribbean
Chile,1947,1932,1961,Success,Latin America and Caribbean
Chile,1948,1932,1961,Success,Latin America and Caribbean
Chile,1949,1932,1961,Success,Latin America and Caribbean
Chile,1950,1932,1961,Success,Latin America and Caribbean
Chile,1951,1932,1961,Success,Latin America and Caribbean
Chile,1952,1932,1961,Success,Latin America and Caribbean
Chile,1953,1932,1961,Success,Latin America and Caribbean
Chile,1954,1932,1961,Success,Latin America and Caribbean
Chile,1955,1932,1961,Success,Latin America and Caribbean
Chile,1956,1932,1961,Success,Latin America and Caribbean
Chile,1957,1932,1961,Success,Latin America and Caribbean
Chile,1958,1932,1961,Success,Latin America and Caribbean
Chile,1959,1932,1961,Success,Latin America and Caribbean
Chile,1960,1932,1961,Success,Latin America and Caribbean
Chile,1961,1932,1961,Success,Latin America and Caribbean
Chile,1988,1988,1993,Success,Latin America and Caribbean
Chile,1989,1988,1993,Success,Latin America and Caribbean
Chile,1990,1988,1993,Success,Latin America and Caribbean
Chile,1991,1988,1993,Success,Latin America and Caribbean
Chile,1992,1988,1993,Success,Latin America and Caribbean
Chile,1993,1988,1993,Success,Latin America and Caribbean
Colombia,1903,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1904,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1905,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1906,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1907,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1908,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1909,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1910,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1911,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1912,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1913,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1914,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1915,1903,1915,Stabilized electoral autocracy,Latin America and Caribbean
Colombia,1958,1958,1960,Failed liberalization,Latin America and Caribbean
Colombia,1959,1958,1960,Failed liberalization,Latin America and Caribbean
Colombia,1960,1958,1960,Failed liberalization,Latin America and Caribbean
Colombia,1971,1971,1975,Preempted transition,Latin America and Caribbean
Colombia,1972,1971,1975,Preempted transition,Latin America and Caribbean
Colombia,1973,1971,1975,Preempted transition,Latin America and Caribbean
Colombia,1974,1971,1975,Preempted transition,Latin America and Caribbean
Colombia,1975,1971,1975,Preempted transition,Latin America and Caribbean
Colombia,1991,1991,1991,Success,Latin America and Caribbean
Comoros,1979,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1980,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1981,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1982,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1983,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1984,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1985,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1986,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1987,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1988,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1989,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1990,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1991,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1992,1979,1992,Failed liberalization,Sub-Saharan Africa
Comoros,1997,1997,1997,Failed liberalization,Sub-Saharan Africa
Comoros,2001,2001,2002,Failed liberalization,Sub-Saharan Africa
Comoros,2002,2001,2002,Failed liberalization,Sub-Saharan Africa
Comoros,2004,2004,2006,Success,Sub-Saharan Africa
Comoros,2005,2004,2006,Success,Sub-Saharan Africa
Comoros,2006,2004,2006,Success,Sub-Saharan Africa
Costa Rica,1919,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1920,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1921,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1922,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1923,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1924,1919,1924,Stabilized electoral autocracy,Latin America and Caribbean
Costa Rica,1950,1950,1953,Success,Latin America and Caribbean
Costa Rica,1951,1950,1953,Success,Latin America and Caribbean
Costa Rica,1952,1950,1953,Success,Latin America and Caribbean
Costa Rica,1953,1950,1953,Success,Latin America and Caribbean
Croatia,1992,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1993,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1994,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1995,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1996,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1997,1992,1998,Preempted transition,Europe and Central Asia
Croatia,1998,1992,1998,Preempted transition,Europe and Central Asia
Croatia,2000,2000,2000,Success,Europe and Central Asia
Cuba,1901,1901,1903,Failed liberalization,Latin America and Caribbean
Cuba,1902,1901,1903,Failed liberalization,Latin America and Caribbean
Cuba,1903,1901,1903,Failed liberalization,Latin America and Caribbean
Cuba,1909,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1910,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1911,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1912,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1913,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1914,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1915,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1916,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1917,1909,1917,Failed liberalization,Latin America and Caribbean
Cuba,1936,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cuba,1937,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cuba,1938,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cuba,1939,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cuba,1940,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cuba,1941,1936,1941,Stabilized electoral autocracy,Latin America and Caribbean
Cyprus,1950,1950,1968,Success,Europe and Central Asia
Cyprus,1951,1950,1968,Success,Europe and Central Asia
Cyprus,1952,1950,1968,Success,Europe and Central Asia
Cyprus,1953,1950,1968,Success,Europe and Central Asia
Cyprus,1954,1950,1968,Success,Europe and Central Asia
Cyprus,1955,1950,1968,Success,Europe and Central Asia
Cyprus,1956,1950,1968,Success,Europe and Central Asia
Cyprus,1957,1950,1968,Success,Europe and Central Asia
Cyprus,1958,1950,1968,Success,Europe and Central Asia
Cyprus,1959,1950,1968,Success,Europe and Central Asia
Cyprus,1960,1950,1968,Success,Europe and Central Asia
Cyprus,1961,1950,1968,Success,Europe and Central Asia
Cyprus,1962,1950,1968,Success,Europe and Central Asia
Cyprus,1963,1950,1968,Success,Europe and Central Asia
Cyprus,1964,1950,1968,Success,Europe and Central Asia
Cyprus,1965,1950,1968,Success,Europe and Central Asia
Cyprus,1966,1950,1968,Success,Europe and Central Asia
Cyprus,1967,1950,1968,Success,Europe and Central Asia
Cyprus,1968,1950,1968,Success,Europe and Central Asia
Cyprus,1970,1970,1970,Success,Europe and Central Asia
Czech Republic,1919,1919,1920,Success,Europe and Central Asia
Czech Republic,1920,1919,1920,Success,Europe and Central Asia
Czech Republic,1990,1990,1992,Success,Europe and Central Asia
Czech Republic,1991,1990,1992,Success,Europe and Central Asia
Czech Republic,1992,1990,1992,Success,Europe and Central Asia
Democratic Republic of the Congo,1960,1960,1961,Failed liberalization,Sub-Saharan Africa
Democratic Republic of the Congo,1961,1960,1961,Failed liberalization,Sub-Saharan Africa
Democratic Republic of the Congo,2001,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2002,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2003,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2004,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2005,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2006,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2007,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2008,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Democratic Republic of the Congo,2009,2001,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Denmark,1901,1901,1903,Success,Europe and Central Asia
Denmark,1902,1901,1903,Success,Europe and Central Asia
Denmark,1903,1901,1903,Success,Europe and Central Asia
Denmark,1945,1945,1947,Success,Europe and Central Asia
Denmark,1946,1945,1947,Success,Europe and Central Asia
Denmark,1947,1945,1947,Success,Europe and Central Asia
Djibouti,1992,1992,2018,Censored,Middle East and North Africa
Djibouti,1993,1992,2018,Censored,Middle East and North Africa
Djibouti,1994,1992,2018,Censored,Middle East and North Africa
Djibouti,1995,1992,2018,Censored,Middle East and North Africa
Djibouti,1996,1992,2018,Censored,Middle East and North Africa
Djibouti,1997,1992,2018,Censored,Middle East and North Africa
Djibouti,1998,1992,2018,Censored,Middle East and North Africa
Djibouti,1999,1992,2018,Censored,Middle East and North Africa
Djibouti,2000,1992,2018,Censored,Middle East and North Africa
Djibouti,2001,1992,2018,Censored,Middle East and North Africa
Djibouti,2002,1992,2018,Censored,Middle East and North Africa
Djibouti,2003,1992,2018,Censored,Middle East and North Africa
Djibouti,2004,1992,2018,Censored,Middle East and North Africa
Djibouti,2005,1992,2018,Censored,Middle East and North Africa
Djibouti,2006,1992,2018,Censored,Middle East and North Africa
Djibouti,2007,1992,2018,Censored,Middle East and North Africa
Djibouti,2008,1992,2018,Censored,Middle East and North Africa
Djibouti,2009,1992,2018,Censored,Middle East and North Africa
Djibouti,2010,1992,2018,Censored,Middle East and North Africa
Djibouti,2011,1992,2018,Censored,Middle East and North Africa
Djibouti,2012,1992,2018,Censored,Middle East and North Africa
Djibouti,2013,1992,2018,Censored,Middle East and North Africa
Djibouti,2014,1992,2018,Censored,Middle East and North Africa
Djibouti,2015,1992,2018,Censored,Middle East and North Africa
Djibouti,2016,1992,2018,Censored,Middle East and North Africa
Djibouti,2017,1992,2018,Censored,Middle East and North Africa
Djibouti,2018,1992,2018,Censored,Middle East and North Africa
Dominican Republic,1924,1924,1925,Failed liberalization,Latin America and Caribbean
Dominican Republic,1925,1924,1925,Failed liberalization,Latin America and Caribbean
Dominican Republic,1963,1963,1963,Failed liberalization,Latin America and Caribbean
Dominican Republic,1966,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1967,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1968,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1969,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1970,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1971,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1972,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1973,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1974,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1975,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1976,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1977,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1978,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1979,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1980,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1981,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1982,1966,1982,Success,Latin America and Caribbean
Dominican Republic,1991,1991,1996,Success,Latin America and Caribbean
Dominican Republic,1992,1991,1996,Success,Latin America and Caribbean
Dominican Republic,1993,1991,1996,Success,Latin America and Caribbean
Dominican Republic,1994,1991,1996,Success,Latin America and Caribbean
Dominican Republic,1995,1991,1996,Success,Latin America and Caribbean
Dominican Republic,1996,1991,1996,Success,Latin America and Caribbean
Ecuador,1910,1910,1912,Failed liberalization,Latin America and Caribbean
Ecuador,1911,1910,1912,Failed liberalization,Latin America and Caribbean
Ecuador,1912,1910,1912,Failed liberalization,Latin America and Caribbean
Ecuador,1947,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1948,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1949,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1950,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1951,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1952,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1953,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1954,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1955,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1956,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1957,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1958,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1959,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1960,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1961,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1962,1947,1962,Failed liberalization,Latin America and Caribbean
Ecuador,1967,1967,1969,Failed liberalization,Latin America and Caribbean
Ecuador,1968,1967,1969,Failed liberalization,Latin America and Caribbean
Ecuador,1969,1967,1969,Failed liberalization,Latin America and Caribbean
Ecuador,1978,1978,1984,Success,Latin America and Caribbean
Ecuador,1979,1978,1984,Success,Latin America and Caribbean
Ecuador,1980,1978,1984,Success,Latin America and Caribbean
Ecuador,1981,1978,1984,Success,Latin America and Caribbean
Ecuador,1982,1978,1984,Success,Latin America and Caribbean
Ecuador,1983,1978,1984,Success,Latin America and Caribbean
Ecuador,1984,1978,1984,Success,Latin America and Caribbean
Egypt,1956,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1957,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1958,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1959,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1960,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1961,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1962,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1963,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1964,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1965,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1966,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1967,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1968,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1969,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1970,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1971,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1972,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1973,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1974,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1975,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,1976,1956,1976,Failed liberalization,Middle East and North Africa
Egypt,2012,2012,2012,Stabilized electoral autocracy,Middle East and North Africa
El Salvador,1982,1982,1999,Success,Latin America and Caribbean
El Salvador,1983,1982,1999,Success,Latin America and Caribbean
El Salvador,1984,1982,1999,Success,Latin America and Caribbean
El Salvador,1985,1982,1999,Success,Latin America and Caribbean
El Salvador,1986,1982,1999,Success,Latin America and Caribbean
El Salvador,1987,1982,1999,Success,Latin America and Caribbean
El Salvador,1988,1982,1999,Success,Latin America and Caribbean
El Salvador,1989,1982,1999,Success,Latin America and Caribbean
El Salvador,1990,1982,1999,Success,Latin America and Caribbean
El Salvador,1991,1982,1999,Success,Latin America and Caribbean
El Salvador,1992,1982,1999,Success,Latin America and Caribbean
El Salvador,1993,1982,1999,Success,Latin America and Caribbean
El Salvador,1994,1982,1999,Success,Latin America and Caribbean
El Salvador,1995,1982,1999,Success,Latin America and Caribbean
El Salvador,1996,1982,1999,Success,Latin America and Caribbean
El Salvador,1997,1982,1999,Success,Latin America and Caribbean
El Salvador,1998,1982,1999,Success,Latin America and Caribbean
El Salvador,1999,1982,1999,Success,Latin America and Caribbean
Equatorial Guinea,1959,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1960,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1961,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1962,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1963,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1964,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1965,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1966,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1967,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1968,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1969,1959,1969,Failed liberalization,Sub-Saharan Africa
Equatorial Guinea,1982,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1983,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1984,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1985,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1986,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1987,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1988,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1989,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1990,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1991,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1992,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1993,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1994,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1995,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Equatorial Guinea,1996,1982,1996,Stabilized electoral autocracy,Sub-Saharan Africa
Estonia,1919,1919,1920,Success,Europe and Central Asia
Estonia,1920,1919,1920,Success,Europe and Central Asia
Estonia,1993,1993,1995,Success,Europe and Central Asia
Estonia,1994,1993,1995,Success,Europe and Central Asia
Estonia,1995,1993,1995,Success,Europe and Central Asia
Fiji,1963,1963,1972,Success,East Asia and Pacific
Fiji,1964,1963,1972,Success,East Asia and Pacific
Fiji,1965,1963,1972,Success,East Asia and Pacific
Fiji,1966,1963,1972,Success,East Asia and Pacific
Fiji,1967,1963,1972,Success,East Asia and Pacific
Fiji,1968,1963,1972,Success,East Asia and Pacific
Fiji,1969,1963,1972,Success,East Asia and Pacific
Fiji,1970,1963,1972,Success,East Asia and Pacific
Fiji,1971,1963,1972,Success,East Asia and Pacific
Fiji,1972,1963,1972,Success,East Asia and Pacific
Fiji,1992,1992,1994,Success,East Asia and Pacific
Fiji,1993,1992,1994,Success,East Asia and Pacific
Fiji,1994,1992,1994,Success,East Asia and Pacific
Fiji,2002,2002,2006,Success,East Asia and Pacific
Fiji,2003,2002,2006,Success,East Asia and Pacific
Fiji,2004,2002,2006,Success,East Asia and Pacific
Fiji,2005,2002,2006,Success,East Asia and Pacific
Fiji,2006,2002,2006,Success,East Asia and Pacific
Fiji,2014,2014,2015,Preempted transition,East Asia and Pacific
Fiji,2015,2014,2015,Preempted transition,East Asia and Pacific
Finland,1917,1917,1919,Success,Europe and Central Asia
Finland,1918,1917,1919,Success,Europe and Central Asia
Finland,1919,1917,1919,Success,Europe and Central Asia
France,1945,1945,1951,Success,Europe and Central Asia
France,1946,1945,1951,Success,Europe and Central Asia
France,1947,1945,1951,Success,Europe and Central Asia
France,1948,1945,1951,Success,Europe and Central Asia
France,1949,1945,1951,Success,Europe and Central Asia
France,1950,1945,1951,Success,Europe and Central Asia
France,1951,1945,1951,Success,Europe and Central Asia
Gabon,1946,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1947,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1948,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1949,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1950,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1951,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1952,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1953,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1954,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1955,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1956,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1957,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1958,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1959,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1960,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1961,1946,1961,Failed liberalization,Sub-Saharan Africa
Gabon,1990,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1991,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1992,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1993,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1994,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1995,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1996,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Gabon,1997,1990,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Georgia,1993,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,1994,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,1995,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,1996,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,1997,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,1998,1993,1998,Failed liberalization,Europe and Central Asia
Georgia,2004,2004,2004,Success,Europe and Central Asia
Germany,1919,1919,1920,Success,Europe and Central Asia
Germany,1920,1919,1920,Success,Europe and Central Asia
Ghana,1969,1969,1971,Failed liberalization,Sub-Saharan Africa
Ghana,1970,1969,1971,Failed liberalization,Sub-Saharan Africa
Ghana,1971,1969,1971,Failed liberalization,Sub-Saharan Africa
Ghana,1979,1979,1980,Preempted transition,Sub-Saharan Africa
Ghana,1980,1979,1980,Preempted transition,Sub-Saharan Africa
Ghana,1992,1992,2000,Success,Sub-Saharan Africa
Ghana,1993,1992,2000,Success,Sub-Saharan Africa
Ghana,1994,1992,2000,Success,Sub-Saharan Africa
Ghana,1995,1992,2000,Success,Sub-Saharan Africa
Ghana,1996,1992,2000,Success,Sub-Saharan Africa
Ghana,1997,1992,2000,Success,Sub-Saharan Africa
Ghana,1998,1992,2000,Success,Sub-Saharan Africa
Ghana,1999,1992,2000,Success,Sub-Saharan Africa
Ghana,2000,1992,2000,Success,Sub-Saharan Africa
Greece,1924,1924,1924,Failed liberalization,Europe and Central Asia
Greece,1945,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1946,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1947,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1948,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1949,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1950,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1951,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1952,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1953,1945,1953,Failed liberalization,Europe and Central Asia
Greece,1974,1974,1977,Success,Europe and Central Asia
Greece,1975,1974,1977,Success,Europe and Central Asia
Greece,1976,1974,1977,Success,Europe and Central Asia
Greece,1977,1974,1977,Success,Europe and Central Asia
Guatemala,1945,1945,1947,Failed liberalization,Latin America and Caribbean
Guatemala,1946,1945,1947,Failed liberalization,Latin America and Caribbean
Guatemala,1947,1945,1947,Failed liberalization,Latin America and Caribbean
Guatemala,1966,1966,1967,Stabilized electoral autocracy,Latin America and Caribbean
Guatemala,1967,1966,1967,Stabilized electoral autocracy,Latin America and Caribbean
Guatemala,1984,1984,1999,Success,Latin America and Caribbean
Guatemala,1985,1984,1999,Success,Latin America and Caribbean
Guatemala,1986,1984,1999,Success,Latin America and Caribbean
Guatemala,1987,1984,1999,Success,Latin America and Caribbean
Guatemala,1988,1984,1999,Success,Latin America and Caribbean
Guatemala,1989,1984,1999,Success,Latin America and Caribbean
Guatemala,1990,1984,1999,Success,Latin America and Caribbean
